"","ERR688505_500K_merged_Abundance","ERR688506_500K_merged_Abundance","ERR688507_500K_merged_Abundance","ERR688508_500K_merged_Abundance","ERR688509_500K_merged_Abundance","ERR688510_500K_merged_Abundance","ERR688511_500K_merged_Abundance","ERR688512_500K_merged_Abundance","ERR688513_500K_merged_Abundance","ERR688514_500K_merged_Abundance","ERR688515_500K_merged_Abundance","ERR688516_500K_merged_Abundance","ERR688517_500K_merged_Abundance","ERR688518_500K_merged_Abundance","ERR688519_500K_merged_Abundance","ERR688520_500K_merged_Abundance","ERR688521_500K_merged_Abundance","ERR688522_500K_merged_Abundance","ERR688523_500K_merged_Abundance","ERR688524_500K_merged_Abundance","ERR688525_500K_merged_Abundance","ERR688526_500K_merged_Abundance","ERR688527_500K_merged_Abundance","ERR688528_500K_merged_Abundance","ERR688529_500K_merged_Abundance","ERR688530_500K_merged_Abundance","ERR688531_500K_merged_Abundance","ERR688532_500K_merged_Abundance","ERR688533_500K_merged_Abundance","ERR688534_500K_merged_Abundance","ERR688535_500K_merged_Abundance","ERR688536_500K_merged_Abundance","ERR688537_500K_merged_Abundance","ERR688538_500K_merged_Abundance","ERR688539_500K_merged_Abundance","ERR688540_500K_merged_Abundance","ERR688541_500K_merged_Abundance","ERR688542_500K_merged_Abundance","ERR688543_500K_merged_Abundance","ERR688544_500K_merged_Abundance","ERR688545_500K_merged_Abundance","ERR688546_500K_merged_Abundance","ERR688547_500K_merged_Abundance","ERR688548_500K_merged_Abundance","ERR688549_500K_merged_Abundance","ERR688550_500K_merged_Abundance","ERR688551_500K_merged_Abundance","ERR688552_500K_merged_Abundance","ERR688553_500K_merged_Abundance","ERR688554_500K_merged_Abundance","ERR688555_500K_merged_Abundance","ERR688556_500K_merged_Abundance","ERR688557_500K_merged_Abundance","ERR688558_500K_merged_Abundance","ERR688559_500K_merged_Abundance","ERR688560_500K_merged_Abundance","ERR688561_500K_merged_Abundance","ERR688562_500K_merged_Abundance","ERR688563_500K_merged_Abundance","ERR688564_500K_merged_Abundance","ERR688565_500K_merged_Abundance","ERR688566_500K_merged_Abundance","ERR688567_500K_merged_Abundance","ERR688568_500K_merged_Abundance","ERR688569_500K_merged_Abundance","ERR688570_500K_merged_Abundance","ERR688571_500K_merged_Abundance","ERR688572_500K_merged_Abundance","ERR688573_500K_merged_Abundance","ERR688574_500K_merged_Abundance","ERR688575_500K_merged_Abundance","ERR688576_500K_merged_Abundance","ERR688577_500K_merged_Abundance","ERR688578_500K_merged_Abundance","ERR688579_500K_merged_Abundance","ERR688580_500K_merged_Abundance","ERR688581_500K_merged_Abundance","ERR688582_500K_merged_Abundance","ERR688583_500K_merged_Abundance","ERR688584_500K_merged_Abundance","ERR688585_500K_merged_Abundance","ERR688586_500K_merged_Abundance","ERR688587_500K_merged_Abundance","ERR688588_500K_merged_Abundance","ERR688589_500K_merged_Abundance","ERR688590_500K_merged_Abundance","ERR688591_500K_merged_Abundance","ERR688592_500K_merged_Abundance","ERR688593_500K_merged_Abundance","ERR688594_500K_merged_Abundance","ERR688595_500K_merged_Abundance","ERR688596_500K_merged_Abundance","ERR688597_500K_merged_Abundance","ERR688598_500K_merged_Abundance","ERR688599_500K_merged_Abundance","ERR688600_500K_merged_Abundance","ERR688601_500K_merged_Abundance","ERR688602_500K_merged_Abundance","ERR688603_500K_merged_Abundance","ERR688604_500K_merged_Abundance","ERR688605_500K_merged_Abundance","ERR688606_500K_merged_Abundance","ERR688607_500K_merged_Abundance","ERR688608_500K_merged_Abundance","ERR688609_500K_merged_Abundance","ERR688610_500K_merged_Abundance","ERR688611_500K_merged_Abundance","ERR688612_500K_merged_Abundance","ERR688613_500K_merged_Abundance","ERR688614_500K_merged_Abundance","ERR688615_500K_merged_Abundance","ERR688616_500K_merged_Abundance","ERR688617_500K_merged_Abundance","ERR688618_500K_merged_Abundance","ERR688619_500K_merged_Abundance","ERR688620_500K_merged_Abundance","ERR688621_500K_merged_Abundance","ERR688622_500K_merged_Abundance","ERR688623_500K_merged_Abundance","ERR688624_500K_merged_Abundance","ERR688625_500K_merged_Abundance","ERR688626_500K_merged_Abundance","ERR688627_500K_merged_Abundance","ERR688628_500K_merged_Abundance","ERR688629_500K_merged_Abundance","ERR688630_500K_merged_Abundance","ERR688631_500K_merged_Abundance","ERR688632_500K_merged_Abundance","ERR688633_500K_merged_Abundance","ERR688634_500K_merged_Abundance","ERR688635_500K_merged_Abundance","ERR688636_500K_merged_Abundance","ERR688637_500K_merged_Abundance","ERR688638_500K_merged_Abundance","ERR688639_500K_merged_Abundance","ERR688640_500K_merged_Abundance","ERR688641_500K_merged_Abundance","ERR688642_500K_merged_Abundance","ERR688643_500K_merged_Abundance","ERR688644_500K_merged_Abundance","ERR688645_500K_merged_Abundance","ERR688646_500K_merged_Abundance","ERR688647_500K_merged_Abundance","ERR688648_500K_merged_Abundance","ERR688649_500K_merged_Abundance","ERR688650_500K_merged_Abundance","ERR688651_500K_merged_Abundance","ERR710424_500K_merged_Abundance","ERR710425_500K_merged_Abundance","ERR710426_500K_merged_Abundance","ERR710427_500K_merged_Abundance","ERR710428_500K_merged_Abundance","ERR710429_500K_merged_Abundance","ERR710430_500K_merged_Abundance","ERR710431_500K_merged_Abundance","ERR710432_500K_merged_Abundance"
"PWY-6215: 4-chlorobenzoate degradation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.02794e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10142e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-621: sucrose degradation III (sucrose invertase)",0.000158983,0.000126161,7.23735e-05,0,5.582e-05,5.34299e-05,7.63256e-05,0,0.000218619,0.000121281,5.18697e-05,8.77294e-05,0,0.000143541,7.43564e-05,0,4.12209e-05,0,8.92896e-05,0,0,0.00013648,0,4.67894e-05,3.08008e-05,4.8044e-05,0.000102907,0.000250712,0.000103284,0.000195166,0.000183068,6.654e-05,7.61624e-05,0,0.000192905,0.0002055,0.000148365,0.000190423,0.000113667,6.64848e-05,3.39777e-05,9.36218e-05,0,0.000124408,0.000118649,3.18091e-05,3.88542e-05,0.000167312,0,0.000169661,0,8.96822e-05,0.00024279,0,0.000136241,0.000157788,0.000200163,0.000188737,0.000222469,6.87608e-05,8.32074e-05,8.51379e-05,6.2301e-05,0,0,3.85045e-05,0.000173922,0,0,0,2.28769e-05,0.000134994,7.22754e-05,5.98909e-05,0,0.00015141,8.61242e-05,3.94505e-05,0.000116967,0,5.30816e-05,0.000127888,7.89403e-05,4.0123e-05,0,7.70179e-05,0.000131611,0.000107441,3.78406e-05,0.000259824,0.000186847,3.64174e-05,5.22458e-05,0.000148532,9.56414e-05,2.68946e-05,0,7.3022e-05,0,3.11165e-05,0.000244193,0.00053649,6.12439e-05,0,0,0,0,0.000178362,0.000108204,0,7.59902e-05,9.0446e-05,4.18374e-05,6.86616e-05,0.000167381,0.000254061,0.000238839,0,0,2.6657e-05,6.76931e-05,0,0,0.00018869,6.80047e-05,0,0.000199145,0.000144083,4.96491e-05,0,0,0.000211479,5.77085e-05,0.000147168,0,0.000109466,7.9677e-05,3.78291e-05,0,5.98981e-05,0.000167025,0.00015875,3.68997e-05,4.71845e-05,9.28607e-05,0,7.77283e-05,0,0,0,0,0,0,0.000199695,0.000136525,2.82553e-05
"PWY-622: starch biosynthesis",0,0,0,0,0,0,0.000417375,0,0,0,0,0,0,0.000164283,0,0.000204308,0,0.000322391,0,0,0,0,0,0,0,0.000296644,0,0.000392756,0,0,0,0,0.000490205,0,0,0,0,0,0,0,0,0.000177887,0,0,0,0,0,0.000190443,0,0.000271336,0.000168573,0,0,0,0.000164737,0,0,0.000213429,0,0,0,0,0.000164039,0,0,0,0,0,0.000283598,0,0,0,0,0,0,0.000125308,0,0,0,0.000203752,0.000183509,0,0,0,0.000102673,0,0.000327595,0.000286936,0,0.000520426,0,0.000180089,0,0.0004142,0.00017527,0,0,0,0,0,0.000182542,0,0,0,0,0,0,9.94002e-05,0,0,0.00040239,0,0.00034979,0.000145011,0,0.00035622,0,0,0.000207837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-6269: superpathway of adenosylcobalamin salvage from cobinamide II",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-6270: isoprene biosynthesis I",0.000238215,0.000189978,0,0,0.000231802,0.000356958,0.000454804,0.000389244,0.000243131,0.000253933,0.000101214,0.000161451,0.000207426,0.000403627,0.000468765,0,0.000401011,0.000402011,0.000178375,0,0.000179177,0.000304944,0,0,0.000221191,0.000179643,0.000449544,0.000288018,0.000363818,0.000175171,0.000374533,0.000360533,0.000497957,0.000295967,0.000394561,0.000107402,0.000206232,0.000325452,0.000205496,0.000226302,0.000179134,0.000329154,0.000165842,0.000214432,0.000315963,0.000383171,0,0.000285833,0.000214001,0.000415218,0.000366381,0.000272446,0.000322145,0.000269807,0.000118311,0.00015672,0.000484122,0.000446295,0.00048706,0.000324558,0.000117069,0.000467362,0.000117132,0.00039938,0.000178024,0.000114081,0.000320356,0.00041153,0.000253426,0,0.000187641,0,0.000218745,0.000147081,7.5193e-05,0.000242445,0.000146632,0.000146625,0.000131796,0.000367962,0.000294873,0,0.000429864,0.000488682,0.000243278,0.000149986,0.000560911,0.000209431,0.000167163,0.000201982,0.000168765,0.000199031,0,0.000392252,0.000406273,9.53762e-05,0.000305974,0.000441549,0.000395336,0.000190137,0.00020487,0.000507431,0.000351975,0.000330897,0.00020389,0.000128368,0.000231572,0.000230154,0,0.000211018,0.000402524,0.000296879,0.000370147,0.000218298,0.000135546,0,0.000383992,0.000268799,0.000353632,0.000224384,0,0.000182429,9.74405e-05,0.000281437,0.000164095,0,0.00026112,0.000174883,0,0.000206432,0.000163701,0.00022477,0,0.000138617,0.000173019,0.000258541,0.000325379,0.000208318,0,0.000140049,0.000250907,0,0.000249574,0.00021605,0.000188201,0.000195297,0.000205956,0.000127501,0,0.000175281,0.00017052,0,0,0.000356624,0,0.000148634
"PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis",0.000447299,0.000297591,0.00045432,0.00033964,0.000631406,0.000497398,0.000550314,0.000505239,0.000457828,0.000264545,0.000332654,0.000494997,0.000240644,0.00044959,0.000648156,0.000645826,0.000484556,0.000437121,0.000477079,0.000168889,0.000302629,0.000479106,0.0003016,0.000311159,0.000222559,0.000562031,0.000540266,0.000533155,0.000489859,0.0003849,0.000619912,0.000301878,0.000539784,0.000424564,0.000459665,0.000325177,0.000278126,0.00057116,0.000367402,0.000287517,0.000301589,0.000432844,0.000431574,0.000396131,0.000406129,0.000518242,0.000254149,0.000523649,0.000308826,0.000576647,0.000514194,0.000425618,0.00042417,0.000518839,0.000429186,0.000513262,0.000518245,0.000530758,0.000502295,0.000422307,0.0002232,0.000644238,0.000361775,0.000350927,0.000320585,0.000187162,0.000399431,0.000541375,0.000427335,0.00037379,0.000271251,0.000304415,0.000315897,0.000232992,0.000266136,0.000415813,0.000317655,0.000191592,0.000245485,0.000635136,0.000451489,0.00027831,0.000500978,0.000690631,0.000442234,0.000286166,0.000535727,0.000364739,0.000392306,0.000632144,0.000415184,0.000397242,0.000369113,0.000593647,0.000609523,0.000207512,0.000479896,0.000509835,0.000505615,0.000346066,0.000436851,0.000449759,0.000498169,0.000473576,0.000365898,0.00024785,0.000398018,0.000439979,0.000523581,0.000226016,0.000659764,0.000489083,0.000609043,0.000342617,0.000315737,0.000670369,0.000555558,0.000394119,0.000472837,0.000380924,0.000469843,0.000223318,0.000219763,0.000453632,0.000307515,0.000308159,0.000397484,0.000391737,0.0002603,0.000208902,0.000203922,0.000393271,0.000409113,0.000337386,0.000250362,0.000291603,0.000355939,0.0002698,0.000372877,0.000475773,0.000338472,0.000436901,0.000417475,0.000454179,0.000278204,0.000395721,0.00034223,0.000310252,0.00037194,0.000348558,0.000291159,0.000362428,0.000331418,0.000435582,0.000305998,0.000252422
"PWY-6281: L-selenocysteine biosynthesis II (archaea and eukaryotes)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)",7.92198e-05,0,5.7649e-05,0,0,0,0,3.7825e-05,0.000141367,0,0,4.74989e-05,0,4.53323e-05,0,4.00654e-05,0,4.61168e-05,0,5.72224e-05,0,0,9.35372e-05,0,0,0,5.25013e-05,0.000244309,0,0.000257158,0,1.97105e-05,0,0,0,0,0.000121225,0,0.000224629,0,3.87693e-05,0,0,0.000196361,0,0,0,0,0,0,0,4.91563e-05,0.000150857,0,2.71672e-05,0.000421717,0,7.91903e-05,0,8.11149e-05,0,0,0.000133346,0,8.43296e-05,0.000155979,4.03163e-05,0,0.000111183,6.55892e-05,0,0,0.000153204,0,0,0.000163106,6.13858e-05,0,0.000124255,0,4.64167e-05,0,0,0,5.04148e-05,0,2.81164e-05,5.81108e-05,0,0.000109368,0.000204459,5.48685e-05,0,1.63207e-05,0,0,0,0,0,0.000163152,3.95022e-05,5.31958e-05,0,0,3.44405e-05,0,0,0.000147323,0,0,8.13424e-05,0.000111644,3.44615e-05,0,7.8536e-05,4.43729e-05,6.51297e-05,0,0,6.70081e-05,7.80535e-05,5.11522e-05,0,7.91487e-05,0.000131458,0,0.000256649,0.000268082,6.91785e-05,0,6.89772e-05,0,0,0.000442496,0,0.000293075,0,0.000102073,0,0,0.000102367,4.73228e-05,4.32264e-05,0.000126569,0,0,6.71903e-05,0,0,0,0,9.97315e-05,0,0,0,8.48858e-05
"PWY-6284: superpathway of unsaturated fatty acids biosynthesis (E. coli)",0,0,0,0,0,0,0,4.12457e-05,8.67253e-05,0,0,4.67824e-05,0,0,0,4.39325e-05,0,5.0573e-05,0,0,0,0,0,0,0,0,0,0,0,0.00018466,0,0,0,0,0,0,8.82146e-05,0,0,0,0,0,0,0.000140906,0,0,0,0,0,0,0,0,0.000120357,0,0,0.000261777,0,7.99928e-05,0,0,0,0,0,0,3.53897e-05,0.000102298,0,0,0,0,0,0,9.49734e-05,0,0,0.000151825,0,0,7.81851e-05,0,4.53322e-05,0,0,0,0,0,0,0,0,9.95211e-05,0.000194166,0,0,0,0,0,0,0,0,0,0,0,0,0,3.76768e-05,0,0,0.000123412,0,0,6.23586e-05,0,0,0,0,4.88904e-05,4.97675e-05,0,0,0,0,0,0,0,0,0,0.000175591,0.000206987,0,0,0,0,0,0.000287256,0,0.000203983,0,0,0,0,0,0,0,0,0,0,6.55478e-05,0,0,0,0,0,0,0,0,0
"PWY-6285: superpathway of fatty acids biosynthesis (E. coli)",0,0,0,0,0,0,0,0,0.000114666,0,0,4.97599e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000216722,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000170918,0,0,0,0,0,0,0,0,0.000130819,0,0,0.000320661,0,8.34254e-05,0,0,0,0,0,0,0,0.000110378,0,0,0,0,0,0,0.000120662,0,0,0.000165686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000204072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000144843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000194408,0.000235815,0,0,0,0,0,0.000337809,0,0.000242857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-6292: superpathway of L-cysteine biosynthesis (mammalian)",0,8.19257e-05,5.77034e-05,4.45655e-05,4.07933e-05,0,0,5.54481e-05,0,3.67006e-05,0,7.73263e-05,0,5.13559e-05,8.19868e-05,0.00012993,0,6.13412e-05,5.14069e-05,0,0,0,4.22094e-05,0,3.86954e-05,0.000101186,3.95817e-05,5.01429e-05,5.80792e-05,0,3.45465e-05,0,4.51353e-05,0,6.73593e-05,7.30522e-05,5.76124e-05,0,7.60039e-05,0,5.2292e-05,0,0,0,0,0,8.86607e-05,3.75273e-05,0,7.43939e-05,3.47808e-05,6.19639e-05,0,0,3.53122e-05,0,0,3.26711e-05,2.05824e-05,5.96167e-05,0,8.66323e-05,0,0,4.25025e-05,2.29739e-05,1.84878e-05,0,0,0,0,2.21351e-05,0,9.88045e-05,8.87061e-05,1.92176e-05,0,0,0,4.69842e-05,0,0,0,3.38907e-05,0,2.43479e-05,0,3.45129e-05,0,0.000149016,0,3.18455e-05,0,0,0,0,0,2.7973e-05,5.35704e-05,5.60025e-05,0,0,0,0,0,0,8.28939e-05,1.96976e-05,0,0,0,5.22492e-05,4.98211e-05,3.90084e-05,3.99704e-05,0.000106944,3.68862e-05,0,5.81321e-05,5.25797e-05,6.28586e-05,5.91689e-05,0.000156106,8.56777e-05,8.21649e-05,6.08562e-05,2.56302e-05,0,3.82831e-05,0,9.56568e-05,4.20552e-05,3.99964e-05,0,4.93271e-05,2.34126e-05,0,0,5.58457e-05,5.5694e-05,8.15004e-05,0.000120897,0,0,0,5.95657e-05,9.20539e-05,8.08318e-05,0,0,3.21267e-05,5.30492e-05,8.37467e-05,0,4.13073e-05,5.56804e-05
"PWY-6293: superpathway of L-cysteine biosynthesis (fungi)",0,0,0,0,0,0,0,0,0.000115564,0,0,1.63945e-05,0,0,8.60507e-05,0,0,0,0,0,0,0,0,0,0,0,5.95982e-05,0,0,0,4.75116e-05,0,4.41839e-05,0,0,0,2.47279e-05,0,5.94625e-05,0,1.4434e-05,0,0,8.95789e-05,0,0,0,0,0,3.55937e-05,0,0,4.26384e-05,0,0,0,0,5.64908e-05,3.58516e-05,0,0,0,0,0,0,3.16744e-05,0,0,0,0,0,0,0,0,0,4.00133e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.38744e-05,0,0,0,0,0,0,4.14115e-05,0,3.56643e-05,0,0,0,0,0,0,0,1.01408e-05,0,0,0,0,0,0,0,0,3.16977e-05,0,0,0,0,0,0,0,0,0,6.39557e-05,0,0,0,0,5.00868e-05,0,0,0,0,0,0,0,0,3.27694e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-6305: superpathway of putrescine biosynthesis",0,3.33554e-05,0,0,0,0,3.56239e-05,0,0.000231797,0,0,0.000145541,0,0,0,0,0,0,0,0,0,0,7.27488e-05,0,0,0,9.44189e-05,8.04263e-05,0,0.000249997,0,0,0,0,0,3.1315e-05,0.000139307,0,0.000184398,0,5.76146e-05,0,4.08684e-05,0.000123189,5.16718e-05,0,4.93253e-05,0,0,0,0,0,0.000198851,0,6.50964e-05,0.000285598,0,0.000211614,0,2.37278e-05,0,0,4.97368e-05,0,3.95436e-05,8.56004e-05,0,0,0,0,5.4852e-05,0,0.000210546,0.000113742,8.06473e-05,0.000326515,8.52179e-05,0,4.83719e-05,0,0,3.79198e-05,0,0,0,2.59039e-05,0,0,0,0,0.000171739,0,0,0,0,0,0,0,0,0.000114565,0,0,0,0,4.175e-05,3.35513e-05,0,8.46556e-05,0.000134845,0,0,0.000110974,0,0,6.65809e-05,0,0.000106784,0,0,0,5.58663e-05,0,0,7.9233e-05,8.59428e-05,4.21161e-05,0.000164993,0.000314547,7.64002e-05,5.44086e-05,9.01021e-05,4.67845e-05,0,0.000261508,8.67162e-05,0.000168484,0,0.000121112,3.68255e-05,6.54686e-05,0.000107466,7.97024e-05,5.21925e-05,3.53857e-05,0.000103557,5.16725e-05,6.13481e-05,0,0,0,5.71444e-05,5.07009e-05,4.38668e-05,0,7.46622e-05,0
"PWY-6307: L-tryptophan degradation X (mammalian, via tryptamine)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.93459e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-6313: serotonin degradation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.83986e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-6317: D-galactose degradation I (Leloir pathway)",0.000382706,0.000215861,0.000338816,0.000174336,0.000441826,0.000369521,0.000382401,0.000363076,0.000406142,0.000352994,0.000224021,0.000227086,0,0.000397123,0.000496997,0.000358532,0.00047603,0.000436231,0.000291135,6.10479e-05,0.000233874,0.000453854,0.000129715,8.28875e-05,0.000153742,0.00045466,0.000629071,0.000363111,0.000431978,0.000311742,0.000400486,0.00036446,0.000593565,0.000435394,0.000545147,0.000249235,0.000201684,0.000535921,0.000193385,0.000209459,0.000167179,0.000336833,0.000237799,0.000351127,0.000430396,0.0002908,9.31953e-05,0.000358915,0.000290251,0.000314946,0.00034288,0.000293286,0.000346911,0.000139975,0.000222554,0.000301138,0.000651939,0.000356224,0.000586147,0.000263834,0.000156959,0.00050141,0.000198991,0.000353463,3.41076e-05,0.00010485,0.000391016,0.000503078,0.000327998,8.71634e-05,0.000103275,0.000216427,0.000201743,0.000147529,5.28925e-05,0.000279243,8.54241e-05,0,0.000113183,0.000478196,0.000265204,0.000199567,0.000404491,0.00048156,0.000126284,0.000214099,0.000523307,0.000249097,0.000210689,0.000380937,0.00028366,0.000347932,0.000248604,0.00049457,0.000528023,8.67118e-05,0.000268726,0.000555473,0.000418077,0.000138254,0.000353444,0.000557683,0.000417093,0.000283847,0.000289823,5.83414e-05,0.000254281,0.000383626,0.000294981,0.000125872,0.000389573,0.000369993,0.000456334,0.000148672,0.000181324,0.000375093,0.000379656,0.000369364,0.000261783,0.000186888,0.000319357,9.34972e-05,0.000141465,0.000327238,0.000295275,3.55541e-05,0.00025824,0.000249471,0.000133662,0.000159265,0.000102525,0.000298741,0.000152558,0.000216471,0.000137116,0.000201537,0.000356699,0.000180856,0.000186647,0,0.000233013,0.000317698,0.000200311,6.0808e-05,0.00027919,0.000145773,0.000225707,0.000185494,7.71509e-05,0.000192272,0.000159127,0.000118743,0.000238781,0.000344478,0.000200522,0.000118022
"PWY-6318: L-phenylalanine degradation IV (mammalian, via side chain)",0,0,0,0,0,0,0,0,0,0,0,1.02773e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29467e-05,0,0,0,0,0,0,0,0,1.08612e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53987e-05,0,0,0,0,0,1.51607e-05,0,0,0,0,0,0,8.58652e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-6328: L-lysine degradation X",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.40242e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1371e-05,0,0,0,0,0,0,0,0,7.95665e-06,0,0,0,0,8.85126e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.87451e-06,0,0,5.39235e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.08057e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.48567e-06,1.7594e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-6349: CDP-archaeol biosynthesis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00012915,0,0,0,0,0,0,0,0,2.02083e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.40358e-05,0,0,0,0,0,0,0,3.77323e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.20545e-05
"PWY-6350: archaetidylinositol biosynthesis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000122868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.15224e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.64769e-05
