"","SRR6915103_500K_merged_Abundance","SRR6915104_500K_merged_Abundance","SRR6915105_500K_merged_Abundance","SRR6915106_500K_merged_Abundance","SRR6915107_500K_merged_Abundance","SRR6915108_500K_merged_Abundance","SRR6915109_500K_merged_Abundance","SRR6915110_500K_merged_Abundance","SRR6915111_500K_merged_Abundance","SRR6915112_500K_merged_Abundance","SRR6915114_500K_merged_Abundance","SRR6915117_500K_merged_Abundance","SRR6915125_500K_merged_Abundance","SRR6915126_500K_merged_Abundance","SRR6915127_500K_merged_Abundance","SRR6915128_500K_merged_Abundance","SRR6915129_500K_merged_Abundance","SRR6915130_500K_merged_Abundance","SRR6915131_500K_merged_Abundance","SRR6915132_500K_merged_Abundance","SRR6915133_500K_merged_Abundance","SRR6915134_500K_merged_Abundance","SRR6915135_500K_merged_Abundance","SRR6915136_500K_merged_Abundance","SRR6915147_500K_merged_Abundance","SRR6915149_500K_merged_Abundance","SRR6915150_500K_merged_Abundance","SRR6915151_500K_merged_Abundance","SRR6915152_500K_merged_Abundance","SRR6915153_500K_merged_Abundance","SRR6915155_500K_merged_Abundance","SRR6915156_500K_merged_Abundance","SRR6915167_500K_merged_Abundance","SRR6915168_500K_merged_Abundance","SRR6915169_500K_merged_Abundance","SRR6915170_500K_merged_Abundance","SRR6915171_500K_merged_Abundance","SRR6915172_500K_merged_Abundance","SRR6915173_500K_merged_Abundance","SRR6915174_500K_merged_Abundance","SRR6915175_500K_merged_Abundance","SRR6915176_500K_merged_Abundance","SRR6915177_500K_merged_Abundance","SRR6915178_500K_merged_Abundance","SRR6915179_500K_merged_Abundance","SRR6915180_500K_merged_Abundance","SRR6915181_500K_merged_Abundance","SRR6915182_500K_merged_Abundance","SRR6915183_500K_merged_Abundance","SRR6915184_500K_merged_Abundance","SRR6915185_500K_merged_Abundance","SRR6915186_500K_merged_Abundance","SRR6915195_500K_merged_Abundance","SRR6915196_500K_merged_Abundance","SRR6915197_500K_merged_Abundance","SRR6915198_500K_merged_Abundance","SRR6915199_500K_merged_Abundance","SRR6915200_500K_merged_Abundance"
"PWY-5180: toluene degradation I (aerobic) (via o-cresol)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5188: tetrapyrrole biosynthesis I (from glutamate)",5.07391e-05,6.62957e-05,0.000189419,0.000133908,9.57718e-05,4.71824e-05,0.000111478,0.000104673,9.89877e-05,7.12157e-05,3.22729e-05,8.59504e-05,0.000125029,0,0.000172821,3.5648e-05,5.6426e-05,0,4.35498e-05,7.76306e-05,3.06826e-05,4.12662e-05,0.000131208,0.000153575,8.46044e-05,0.000134059,0.000153634,0,0.000134784,7.99543e-05,0.000210955,0.00013172,6.19651e-05,5.90524e-05,0.00010257,0.000146594,0.000171713,3.14184e-05,0.000137057,8.22102e-05,2.85636e-05,0,0.000151433,0.000166301,0.000140163,7.3024e-05,6.79132e-05,8.03007e-05,8.63805e-05,4.86927e-05,0.000131959,0,0.000130593,0.000143863,4.43878e-05,0.000132282,0.000116162,8.57721e-05
"PWY-5189: tetrapyrrole biosynthesis II (from glycine)",0,0,0,8.09346e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.83754e-05,0,0,0,0,3.84027e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.01337e-05,0,6.08104e-05,0,0,0,0,0,0,0,0,0,0,0
"PWY-5198: factor 420 biosynthesis II (mycobacteria)",2.30111e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46803e-05,0,0,0,0,0,0,0,0,2.96959e-05,0
"PWY-5209: methyl-coenzyme M oxidation to CO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5265: peptidoglycan biosynthesis II (staphylococci)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000114019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5306: superpathway of thiosulfate metabolism (Desulfovibrio sulfodismutans)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5345: superpathway of L-methionine biosynthesis (by sulfhydrylation)",0,0.000101597,0,0.000149817,0,0,2.70227e-05,0,0,8.33003e-05,0,0,8.58493e-05,0,0,0,0,0,0,3.90909e-05,0,0,0,0,0,0,0,0,0,8.68689e-05,0.000125248,4.70018e-05,0,0,0,0,0,0,0,5.74997e-05,0,0,0,0.000193497,0.000137829,0,0,0,0,7.05905e-05,0,0,6.0505e-05,0,0,0.000111312,0,0
"PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)",0,0,0,0.000269973,0,0,0,0,6.74817e-05,0,0,0,0.000119381,4.8825e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3985e-05,0,4.92731e-05,0,0,0,5.50221e-05,6.86547e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5367: petroselinate biosynthesis",0,0,0,6.1197e-05,0,0,0,0,0,4.27405e-05,3.23573e-05,0,7.56365e-05,0,0,0,0,3.54329e-05,0,0,0,0,3.23399e-05,0,4.95465e-05,0,0,0,0,0,0,0,0,0,0,4.50066e-05,0,0,0,0,0,0,0,0,0,4.68848e-05,0,0,0,5.35258e-05,0,0,0,0,0,0,0,0
"PWY-5384: sucrose degradation IV (sucrose phosphorylase)",0.000112068,0.000209666,3.30652e-05,0.000188196,3.49326e-05,0.000142008,9.92579e-05,3.21494e-05,0.00011526,0.000111577,8.41087e-05,7.33847e-05,6.32063e-05,8.27279e-05,0.000116548,0,8.0446e-05,0,0.000182167,4.28987e-05,0.000167459,8.84121e-05,4.55218e-05,0.000218995,0,6.3873e-05,0.0001233,7.76151e-05,0.000218743,0.00013404,0.000160984,5.13078e-05,8.07124e-05,0.000122375,0.000113901,0.000133464,5.50413e-05,0.000215791,4.9902e-05,7.61003e-05,0,9.99017e-05,0.000150054,0.000147983,0.000146956,6.30245e-05,0,5.8784e-05,0.000113222,7.87697e-05,8.98412e-05,0.000108223,0,0.000126825,3.57126e-05,0.000117752,6.25057e-05,8.62278e-05
"PWY-5392: reductive TCA cycle II",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5415: catechol degradation I (meta-cleavage pathway)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5417: catechol degradation III (ortho-cleavage pathway)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5419: catechol degradation to 2-hydroxypentadienoate II",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5420: catechol degradation II (meta-cleavage pathway)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5431: aromatic compounds degradation via &beta;-ketoadipate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5464: superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5484: glycolysis II (from fructose 6-phosphate)",0.000268918,0.000160442,0.000142078,0.000259351,9.21014e-05,8.84951e-05,0.000269836,0.000104398,0.000286698,9.96352e-05,0.000160886,5.78686e-05,0.000246047,0.000161536,0.000182402,7.93339e-05,9.27849e-05,9.8109e-05,0.000189299,0.000159401,0.000214407,0.00018431,8.33117e-05,0.000152459,0.00011228,8.42225e-05,0.000150821,0.000130471,0,7.83252e-05,0.00012747,0.000162883,0.000193209,0.000175024,0.00019407,3.90832e-05,0.000143018,0.00026689,0.000179883,6.60592e-05,0.000105755,0,0,0.00024241,0.000197505,0.000188437,0,0.000214991,0.000222329,0.000185371,7.04202e-05,9.87078e-05,7.0985e-05,0.00022558,7.87661e-05,9.77436e-05,0.000138412,7.46176e-05
"PWY-5494: pyruvate fermentation to propanoate II (acrylate pathway)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5497: purine nucleobases degradation II (anaerobic)",0,0,0,0,0,0,0,0,0,0,0,0,4.18637e-05,2.93037e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5505: L-glutamate and L-glutamine biosynthesis",3.59341e-05,0.000113195,0,5.78764e-05,4.18901e-05,0.000126841,4.66399e-05,0,0,6.60984e-05,0,4.34444e-05,6.57083e-05,0,6.47048e-05,0,0,3.9474e-05,0,2.5625e-05,0,3.732e-05,7.8056e-05,0,5.92718e-05,0,6.52406e-05,3.98945e-05,0,4.94534e-05,0,0,9.08134e-05,0,7.44678e-05,6.42919e-05,4.46533e-05,0,0,0,0.000156228,0,0,3.82142e-05,8.43149e-05,0,2.87305e-05,3.35325e-05,0,4.05681e-05,0,0.000111566,0,7.27888e-05,7.0315e-05,3.49886e-05,0,8.3135e-05
"PWY-5514: UDP-N-acetyl-D-galactosamine biosynthesis II",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5531: 3,8-divinyl-chlorophyllide a biosynthesis II (anaerobic)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-561: superpathway of glyoxylate cycle and fatty acid degradation",0,0,0,0.000158086,0,0,0,0,0,0,0,0,7.09967e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.90818e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5647: 2-nitrobenzoate degradation I",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5651: L-tryptophan degradation to 2-amino-3-carboxymuconate semialdehyde",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5654: 2-amino-3-carboxymuconate semialdehyde degradation to 2-hydroxypentadienoate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5656: mannosylglycerate biosynthesis I",0,0,0,4.04513e-05,0,0,0,0,0,0,0,0,5.66186e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08677e-05,0,0,0,0,0,0,0,0
"PWY-5659: GDP-mannose biosynthesis",5.39412e-05,0.000171826,3.33007e-05,0.000138467,3.62982e-05,0.000121536,6.37892e-05,9.23453e-05,0.000170983,9.80914e-05,0.000109909,0.000102105,0.000136982,0.000124746,0,3.48383e-05,6.4937e-05,8.0006e-05,0.000116671,6.03531e-05,8.60521e-05,7.99249e-05,6.21168e-05,0.000167311,4.20684e-05,0.000125646,8.42822e-05,6.22598e-05,0.000181177,7.33261e-05,0.000136168,0,0.000162914,6.71993e-05,3.77761e-05,0.000146059,0.000158787,5.40409e-05,9.63289e-05,0.000104865,0.000100959,6.53815e-05,0.000127311,0.000155799,8.44686e-05,0.000134431,0.000115719,0.000101518,5.72742e-05,7.27938e-05,0.000152714,2.19579e-05,8.61591e-05,6.21917e-05,6.57356e-05,7.61683e-05,3.96619e-05,3.29209e-05
"PWY-5667: CDP-diacylglycerol biosynthesis I",0.00010254,0.000215858,0.000220827,0.000346127,0.000281779,0.000299116,0.00019008,0.000276895,0.000356443,0.00016577,0.000251935,0.000376855,0.000259224,0.000297,0.000169992,0.000331104,0.000243242,0.000190534,0.000250348,0.000192845,0.000183424,0.00016071,0.000170365,0.000254916,0.000333737,0.000186072,0.000259276,0.000206102,0.000350258,0.000301123,0.000210229,0.000237826,0.000264219,0.000147039,0.000238018,0.000339294,0.000313358,0.00035469,0.000280728,0.000245841,0.000286094,0.000261412,0.000198196,0.00036024,0.000235682,0.000325121,0.000265363,0.00015993,0.000332183,0.000343741,0.00031801,0.000274724,0.000272373,0.000324271,0.000225626,0.000269709,0.000294877,0.000289831
"PWY-5675: nitrate reduction V (assimilatory)",0,0,0,8.22233e-05,0,0,3.63335e-05,0,0,0,0,0,9.52207e-05,0,0,0,0,0,0,2.41569e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000110783,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5676: acetyl-CoA fermentation to butanoate II",4.60027e-05,4.37759e-05,0,0.000119502,0,0,0,0,0,0,5.04224e-05,0,0.000105025,0,0,0,2.76907e-05,0,7.02629e-05,3.83195e-05,0,4.44415e-05,0,2.84654e-05,0,9.74079e-05,8.54131e-05,3.87298e-05,3.26022e-05,0,4.18519e-05,0,7.73444e-05,0,3.10212e-05,0,0,8.80257e-05,0,0.000123307,0,3.76347e-05,0,0,7.47597e-05,4.81913e-05,3.95731e-05,0,6.8096e-05,6.03565e-05,0.000119319,0,5.36989e-05,0,0,4.1311e-05,3.39679e-05,0
"PWY-5677: succinate fermentation to butanoate",0,0,0,0,0,0,0,0,0,0,0,0,2.16035e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5686: UMP biosynthesis I",0.00044065,0.000394789,0.00031163,0.000221905,0.000356712,0.000432413,0.000420095,0.000385763,0.00039727,0.000372459,0.000410236,0.000430988,0.000274905,0.000259323,0.000355732,0.000505659,0.000414718,0.000302486,0.000380954,0.000386618,0.000240483,0.00039198,0.000372075,0.000390443,0.000349295,0.000317002,0.000447445,0.000292796,0.000432921,0.000387196,0.000394765,0.000390214,0.000404509,0.000154175,0.000451682,0.000533282,0.000426317,0.000389638,0.000350073,0.000420972,0.00032427,0.000443044,0.00043064,0.000450845,0.000342696,0.000384283,0.000449664,0.000271853,0.000345938,0.000365645,0.000404402,0.00032984,0.000420157,0.000547901,0.000409884,0.000283593,0.000339301,0.000451323
"PWY-5690: TCA cycle II (plants and fungi)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12492e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5692: allantoin degradation to glyoxylate II",0,0,0,7.11766e-06,0,0,0,0,0,0,0,0,5.71457e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5695: inosine 5'-phosphate degradation",0.000206369,0.000272548,0.00014474,0.000394189,0.000237777,0.000202908,0.000333449,0.00028879,0.000443027,0.000187099,0.000303376,0.000212299,0.000242651,0.000264113,0.000184815,0.000212912,0.000216373,8.64227e-05,0.000238563,0.000253708,0.000108667,0.000245093,0.000139095,0.000229078,0.000132969,0.000168793,0.000310885,0.000224065,0.000385235,0.000222373,0.000298576,7.53342e-05,0.000326261,0.000158166,0.000312035,0.000335014,0.000368041,0.000263562,0.000234258,0.000269735,0.000328688,0.000271449,0.000321581,0.000292579,0.00025326,0.000359891,0.000308927,0.00033956,0.00014518,0.000286072,0.000101964,0.000248203,0.000183617,0.000321615,0.000175623,0.00012535,0.000191927,0.000281486
"PWY-5705: allantoin degradation to glyoxylate III",0,0,0,3.03872e-05,0,0,0,0,0,0,0,0,1.75495e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5723: Rubisco shunt",0,0,0,0.000271042,0,0,0,0,0,0,0,0,0.000154879,4.38625e-05,0,0,0,0.000106485,0,5.72949e-05,0,0,0,0,5.81953e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.65123e-05,0,0,0,0,0,0,0,0
"PWY-5724: superpathway of atrazine degradation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5742: L-arginine degradation IX (arginine:pyruvate transaminase pathway)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5747: 2-methylcitrate cycle II",0,0,0,2.05509e-05,0,0,0,0,0,0,0,0,1.40531e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5837: 2-carboxy-1,4-naphthoquinol biosynthesis",0,0,0,8.80781e-05,0,0,0,0,0,0,0,0,4.43326e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23747e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5838: superpathway of menaquinol-8 biosynthesis I",0,0,0,0.000129333,0,0,0,0,0,0,0,0,8.8581e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.73655e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5840: superpathway of menaquinol-7 biosynthesis",0,0,0,0.000121446,0,0,0,0,0,0,0,0,6.74733e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58311e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5845: superpathway of menaquinol-9 biosynthesis",0,0,0,0.000121446,0,0,0,0,0,0,0,0,8.16762e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58311e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5850: superpathway of menaquinol-6 biosynthesis",0,0,0,0.000121446,0,0,0,0,0,0,0,0,6.74733e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58311e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5855: ubiquinol-7 biosynthesis (early decarboxylation)",0,0,0,2.61721e-05,0,0,0,0,0,0,0,0,2.70093e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5860: superpathway of demethylmenaquinol-6 biosynthesis I",0,0,0,0.000114685,0,0,0,0,0,0,0,0,5.1314e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69898e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5861: superpathway of demethylmenaquinol-8 biosynthesis I",0,0,0,0.000125528,0,0,0,0,0,0,0,0,7.04697e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.72347e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5862: superpathway of demethylmenaquinol-9 biosynthesis",0,0,0,0.000114685,0,0,0,0,0,0,0,0,6.40121e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69898e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5870: ubiquinol-8 biosynthesis (late decarboxylation)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5873: ubiquinol-7 biosynthesis (late decarboxylation)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5896: superpathway of menaquinol-10 biosynthesis",0,0,0,0.000121446,0,0,0,0,0,0,0,0,6.74733e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58311e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5897: superpathway of menaquinol-11 biosynthesis",0,0,0,0.000126791,0,0,0,0,0,0,0,0,8.43886e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.66641e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5898: superpathway of menaquinol-12 biosynthesis",0,0,0,0.000126791,0,0,0,0,0,0,0,0,8.43886e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.66641e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5899: superpathway of menaquinol-13 biosynthesis",0,0,0,0.000126791,0,0,0,0,0,0,0,0,8.43886e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.66641e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5910: superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2019e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5913: partial TCA cycle (obligate autotrophs)",0.000111807,0,0,0.000168431,0,0,3.78602e-05,0,0,2.79043e-05,0,0,0.000113051,5.05259e-05,0,0,0,0,3.08085e-05,3.85812e-05,0,0,0,3.16774e-05,3.41809e-05,0,0,0,0,0,0,0,0,0,0,0,0,8.1571e-05,3.30007e-05,4.09626e-05,0,0,0,8.10985e-05,7.83792e-05,0,0,0,6.11997e-05,3.02992e-05,0,0,0,7.24352e-05,2.07068e-05,0.000182759,7.99352e-05,0
"PWY-5918: superpathway of heme b biosynthesis from glutamate",0,0,0,0.000108463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5920: superpathway of heme b biosynthesis from glycine",0,0,0,3.55723e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5941: glycogen degradation II",0.000444675,0.000459924,0.000420025,0.000391618,0.000468874,0.000429555,0.000447821,0.000364549,0.00041618,0.00059518,0.000357812,0.00051221,0.000376607,0.000231163,0.000399133,0.000275243,0.000439742,0.000251103,0.000445683,0.00021561,0.000380244,0.000349808,0.000349512,0.000400947,0.000416845,0.000345957,0.000510963,0.000228913,0.000498954,0.000364207,0.000532601,0.000444603,0.00036785,0.000227321,0.000421867,0.000573905,0.00059458,0.000512026,0.000540191,0.000472094,0.000297403,0.000352195,0.000304749,0.000514151,0.000399899,0.000490416,0.000210953,0.000203649,0.000331835,0.000264926,0.000504932,0.000396817,0.000366841,0.000666837,0.000409624,0.000546292,0.000482371,0.000363144
"PWY-5971: palmitate biosynthesis (type II fatty acid synthase)",0,0,0,0.000220911,0,0,0,0,0,0,6.67289e-05,0,0.000234062,0,0,0,0,3.54004e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.03976e-05,0,0,0,0,0,0,0,0
"PWY-5972: stearate biosynthesis I (animals)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5973: cis-vaccenate biosynthesis",4.84354e-05,0.000180396,0.000122519,0.000182387,0.000138464,0.000222911,0.000206105,0.000276484,0.000388898,8.4198e-05,0.000251786,0.000142882,0.000208255,0.000200128,0.000162755,0.000118978,0.000146004,5.72573e-05,0.000209537,6.33174e-05,0.000165312,0.000263962,7.72285e-05,0.000175739,0.000113607,0.000155905,0.000201228,0.000128799,0,0.000235113,0.000171855,0,0.00025359,0.000177376,0.000177128,0.000141252,0.000236174,0.00023169,0.000133654,0.000101099,0.000309459,0.000198713,0.000123094,0.000214586,0.00013924,0.000291057,0.000224051,0.000198266,0.000120272,0.000291218,0,0.000229419,0.000241361,0.000244581,0.000200661,0,0.000190423,0.000124199
