"","SRR6915091_500K_merged_Abundance","SRR6915092_500K_merged_Abundance","SRR6915093_500K_merged_Abundance","SRR6915094_500K_merged_Abundance","SRR6915095_500K_merged_Abundance","SRR6915096_500K_merged_Abundance","SRR6915097_500K_merged_Abundance","SRR6915098_500K_merged_Abundance","SRR6915099_500K_merged_Abundance","SRR6915100_500K_merged_Abundance","SRR6915101_500K_merged_Abundance","SRR6915102_500K_merged_Abundance","SRR6915113_500K_merged_Abundance","SRR6915115_500K_merged_Abundance","SRR6915116_500K_merged_Abundance","SRR6915118_500K_merged_Abundance","SRR6915119_500K_merged_Abundance","SRR6915120_500K_merged_Abundance","SRR6915121_500K_merged_Abundance","SRR6915122_500K_merged_Abundance","SRR6915123_500K_merged_Abundance","SRR6915124_500K_merged_Abundance","SRR6915137_500K_merged_Abundance","SRR6915138_500K_merged_Abundance","SRR6915139_500K_merged_Abundance","SRR6915140_500K_merged_Abundance","SRR6915141_500K_merged_Abundance","SRR6915142_500K_merged_Abundance","SRR6915143_500K_merged_Abundance","SRR6915144_500K_merged_Abundance","SRR6915145_500K_merged_Abundance","SRR6915146_500K_merged_Abundance","SRR6915157_500K_merged_Abundance","SRR6915158_500K_merged_Abundance","SRR6915159_500K_merged_Abundance","SRR6915160_500K_merged_Abundance","SRR6915161_500K_merged_Abundance","SRR6915162_500K_merged_Abundance","SRR6915163_500K_merged_Abundance","SRR6915164_500K_merged_Abundance","SRR6915165_500K_merged_Abundance","SRR6915166_500K_merged_Abundance","SRR6915188_500K_merged_Abundance","SRR6915189_500K_merged_Abundance","SRR6915190_500K_merged_Abundance","SRR6915191_500K_merged_Abundance","SRR6915192_500K_merged_Abundance","SRR6915193_500K_merged_Abundance","SRR6915194_500K_merged_Abundance","SRR6915201_500K_merged_Abundance","SRR6915202_500K_merged_Abundance","SRR6915203_500K_merged_Abundance","SRR6915204_500K_merged_Abundance","SRR6915205_500K_merged_Abundance","SRR6915206_500K_merged_Abundance","SRR6915207_500K_merged_Abundance","SRR6915208_500K_merged_Abundance","SRR6915209_500K_merged_Abundance","SRR6915210_500K_merged_Abundance","SRR6915211_500K_merged_Abundance","SRR6915212_500K_merged_Abundance","SRR6915213_500K_merged_Abundance","SRR6915214_500K_merged_Abundance","SRR6915215_500K_merged_Abundance","SRR6915216_500K_merged_Abundance","SRR6915217_500K_merged_Abundance","SRR6915218_500K_merged_Abundance","SRR6915219_500K_merged_Abundance","SRR6915220_500K_merged_Abundance","SRR6915221_500K_merged_Abundance","SRR6915222_500K_merged_Abundance","SRR6915223_500K_merged_Abundance","SRR6915224_500K_merged_Abundance","SRR6915225_500K_merged_Abundance","SRR6915226_500K_merged_Abundance","SRR6915227_500K_merged_Abundance","SRR6915228_500K_merged_Abundance","SRR6915229_500K_merged_Abundance","SRR6915230_500K_merged_Abundance"
"PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)",0.000283632,0.00010945,5.02985e-05,0.000240188,0.000290139,0.000431221,0.000171258,0.000452893,0.000152625,0.000196665,0.000115936,0.000221109,0.000220251,9.9987e-05,0.00013219,0.000131562,0.000541143,0.000154249,0.000138046,0.000155797,0.000175146,0.000110694,0.000262916,8.04122e-05,0.000229334,0.00019985,0.00022691,0.000191995,0.000274008,0.000199979,8.12775e-05,0.00027501,0.000239781,8.76118e-05,0.000163041,0.000223909,5.35376e-05,0.000186694,0.00010571,0.00025202,0,0.000102894,0.000167947,0.000217675,0.000237328,0.00015442,0.000173023,0.000324086,9.98256e-05,0.000124439,0.000150895,0.000177232,0.000194675,0.000126636,7.0377e-05,0.000163858,5.83492e-05,0.000120886,0.00016976,0.000110044,0.000181392,0.000264576,0.000215309,8.17565e-05,0.000148269,0.000320127,0.000179341,0.000322429,0.000169892,0.000202108,0.000265056,0.000190042,0.00015634,0.000304181,0.000185834,0.00030599,0.000174296,0.000217876,0
"PWY-5156: superpathway of fatty acid biosynthesis II (plant)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5178: toluene degradation IV (aerobic) (via catechol)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5180: toluene degradation I (aerobic) (via o-cresol)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5188: tetrapyrrole biosynthesis I (from glutamate)",0.000114006,8.98336e-05,0,0.000117956,0.000318762,0.000299995,0,0.00031284,2.74959e-05,8.80428e-05,2.65385e-05,4.81118e-05,2.32249e-05,4.22896e-05,3.6568e-05,0,0,0,0,0,8.15592e-05,2.1713e-05,0.000139294,4.46773e-05,0,3.35711e-05,0.000189868,0,0,0,0,0.000119152,0.000136642,3.21047e-05,0,9.48326e-05,0,0,3.22689e-05,0,0,3.49398e-05,0,7.2128e-05,0,5.81773e-05,3.22707e-05,0.000106467,3.1993e-05,0.000131159,0,8.07831e-05,2.90256e-05,0,0,0,0,5.8216e-05,3.62398e-05,0,0,5.91942e-05,0,0.000320155,0,0,0,0.000259658,0,0.000114035,6.70354e-05,3.70563e-05,5.9193e-05,0.000232988,0,0,0,2.71359e-05,3.11919e-05
"PWY-5189: tetrapyrrole biosynthesis II (from glycine)",6.54616e-05,0,0,7.372e-05,0.00025674,0.000275321,0,0.000298129,1.88815e-05,0,0,0,0,0,0,0,0,0,0,0,0,1.66715e-05,0,0,0,0,0.00015968,0,0,0,0,5.8426e-05,0.000103013,1.55406e-05,0,7.93359e-05,0,0,0,0,0,0,0,0,0,0,0,0,1.63958e-05,7.05682e-05,0,6.50905e-05,2.15226e-05,0,0,0,0,5.05574e-05,0,0,0,4.9424e-05,0,0,0,0,0,0.000173101,0,4.86365e-05,0,0,0,7.61915e-05,0,0,0,0,2.46765e-05
"PWY-5198: factor 420 biosynthesis II (mycobacteria)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5209: methyl-coenzyme M oxidation to CO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5265: peptidoglycan biosynthesis II (staphylococci)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000138828
"PWY-5306: superpathway of thiosulfate metabolism (Desulfovibrio sulfodismutans)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5345: superpathway of L-methionine biosynthesis (by sulfhydrylation)",0.000205103,0,0,0.00026639,0.000171228,0.000310014,0,0,0.000107226,0,0,0.000164883,0,0,0,0,0,0,0,0,0,8.03913e-05,7.2357e-05,0,0,0,0.000211918,0,0,0,0,0.000155853,0.000121163,0,7.4718e-05,0.00020002,0,0,6.99757e-05,0,0,0,5.72278e-05,0,0,0,0,0,0.000123191,0.000100691,0,0.000104534,5.65289e-05,0,0,0,0,0.000104702,0,0,0,0.000158713,0,8.62716e-05,0,0,4.18976e-05,0.000262806,0,0.000215535,0,0,0,0.000255043,0,0,0,0,0
"PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)",0.000105202,0,0,0.000239494,0.000404031,0.000449952,0,0.000555608,5.80872e-05,0,0,0.000102769,0,0,0,0,0,0,0,0,5.5166e-05,0,1.35988e-05,0,0,0,0.000218499,0,0,0,0,0.00016561,0.000174551,0,0,0.000182777,0,0,0,0,0,0,4.33076e-05,0,0,0,0,0,5.9831e-05,8.94588e-05,0,0.000109245,5.24284e-05,0,0,0,0,7.05476e-05,0,0,0,0.000130393,0,0,0,0,0,0.000315826,0,0.000107778,0,0,0,0.00024175,0,0,0,0,0
"PWY-5367: petroselinate biosynthesis",2.25286e-05,0,0,5.24191e-05,0.000130051,2.68489e-05,0,0,0,0,0,3.88075e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5169e-05,0,0,0,1.606e-05,5.6681e-05,9.65472e-05,0,0,0.000113263,0,0,0,0,0,0,0,0,0,0,0,0,0,4.72821e-05,0,0,0,3.76506e-05,0,0,0,0,0,0,0,0.000162777,0,4.99591e-05,0,0,0,8.89486e-05,0,6.60253e-05,0,0,0,0.000134473,0,0,0,0,0
"PWY-5384: sucrose degradation IV (sucrose phosphorylase)",0.000123219,0,0,0.00010185,0.000464916,0.00046852,6.72312e-05,0.000451224,5.03755e-05,0.000159411,0,8.10774e-05,0,0.000123535,0,0,5.23554e-05,3.47789e-05,6.36106e-05,4.27376e-05,0,2.9331e-05,6.41166e-05,4.07086e-05,0,3.72809e-05,0.000143417,3.62378e-05,4.56279e-05,6.96776e-05,2.80071e-05,0.000155734,0.000121468,8.33079e-05,2.77124e-05,0.000159941,0,8.64517e-05,9.18247e-05,8.07414e-05,0,3.4323e-05,0,7.79934e-05,7.20771e-05,1.11716e-05,1.81654e-05,0.000112086,3.28883e-05,4.49282e-05,0,0.000132076,6.87276e-05,2.94095e-05,0.000134065,3.89973e-05,1.44575e-05,0.000135066,4.41989e-05,0,0,7.36656e-05,7.50232e-05,2.54747e-05,0,6.53692e-05,7.41274e-05,0.000325188,7.01025e-05,0.000281808,9.99579e-05,0,0,0.000182221,0,0,6.08589e-05,0,4.58941e-05
"PWY-5392: reductive TCA cycle II",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5415: catechol degradation I (meta-cleavage pathway)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5417: catechol degradation III (ortho-cleavage pathway)",4.10809e-05,0,0,0,0,0.000238,0,0.00022904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.40291e-05,0,3.6984e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5419: catechol degradation to 2-hydroxypentadienoate II",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5420: catechol degradation II (meta-cleavage pathway)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5431: aromatic compounds degradation via &beta;-ketoadipate",4.10809e-05,0,0,0,0,0.000238,0,0.00022904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.40291e-05,0,3.6984e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5464: superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5484: glycolysis II (from fructose 6-phosphate)",0.000301863,0.000157359,8.25037e-05,0.000375394,0.000394467,0.000351415,0.000256396,0.000354643,9.56405e-05,0.000122959,0.000254637,0.000194192,0.00018787,0.000255532,7.77685e-05,9.66971e-05,0.000152975,0.000197739,0.000175582,0.000197928,0.000144083,0.000128607,0.000186941,0.000307437,0.000232579,0.000323217,0.000262538,7.39561e-05,0.000237294,0.000110456,0.000156496,0.000232666,0.000234531,0.000158746,0.000131724,0.000203322,7.88115e-05,6.80799e-05,0.000201571,0.000138888,0,7.80138e-05,0.000129006,0.000214884,0.000259237,0.000126151,0.000202657,0.000141573,0.000259365,0.000222395,0.000227372,0.000234859,0.000148252,0.00023329,0.000205654,0.000142218,0.000176909,0.000136097,0.000134971,0.000174257,0,0.000148045,0.000233625,0.000174874,0.000314918,7.16056e-05,0.000190513,0.000377008,0.00023406,0.000297497,0.000116717,0.000175221,0.000139478,0.000248948,0.000389134,8.68679e-05,6.07047e-05,0.000143366,0.000156539
"PWY-5494: pyruvate fermentation to propanoate II (acrylate pathway)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5497: purine nucleobases degradation II (anaerobic)",0,0,0,5.98624e-05,0.00015236,0,0,0,5.0045e-05,0,0,2.41906e-05,0,0,0,0,0,0,0,0,0,0,2.59377e-05,0,0,0,0,0,0,0,0,4.38077e-05,4.53879e-05,2.52003e-05,1.92868e-05,2.74798e-05,0,0,0,0,0,0,2.89813e-05,0,0,0,0,0,0,6.08624e-05,0,0,3.77392e-05,0,0,0,4.40204e-05,0,0,0,0,1.79594e-05,0,0,0,0,0,2.0358e-05,0,3.32335e-05,7.11725e-05,0,0,8.81754e-05,0,0,0,5.15764e-05,0
"PWY-5505: L-glutamate and L-glutamine biosynthesis",0,5.89139e-05,0,0,3.71167e-05,0,0,0,0,4.27041e-05,0,5.56588e-05,0.000143967,0,0,0,0,7.08054e-05,0,0,4.16542e-05,0,0,0,5.87888e-05,0,8.5156e-05,4.56672e-05,3.93165e-05,0,5.30134e-05,3.88199e-05,0.000101064,0,4.32768e-05,0.000116327,0,5.01691e-05,3.88218e-05,0,0,0,0,4.06403e-05,0,0,5.98057e-05,5.57631e-05,0,3.96846e-05,0,8.2945e-05,4.15073e-05,0,4.94078e-05,0,0,7.15657e-05,0,0,0,6.56638e-05,0,0,6.64958e-05,0,5.65037e-05,0,0,7.88536e-05,0,8.58784e-05,0,4.70932e-05,0,0.000114161,0,0,0
"PWY-5514: UDP-N-acetyl-D-galactosamine biosynthesis II",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5531: 3,8-divinyl-chlorophyllide a biosynthesis II (anaerobic)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-561: superpathway of glyoxylate cycle and fatty acid degradation",0.000134318,0,0,0.000125543,0.000348045,7.15883e-05,0,0,0,0,0,8.30967e-05,0,0,0,0,0,0,0,0,0,4.03147e-05,0,0,0,0,9.91116e-05,0,0,0,0,0.000102086,0.000111258,3.89169e-05,0,0.000144133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.65709e-05,0,0,0,0,0,0,0,0,5.47446e-05,0,0,0,0,0,0.000227555,0,9.39172e-05,0,0,0,0.000176056,0,0,0,0,0
"PWY-5647: 2-nitrobenzoate degradation I",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5651: L-tryptophan degradation to 2-amino-3-carboxymuconate semialdehyde",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5654: 2-amino-3-carboxymuconate semialdehyde degradation to 2-hydroxypentadienoate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5656: mannosylglycerate biosynthesis I",0,0,0,0.00012795,2.19315e-05,0,0,0,1.60448e-05,0,0,2.43054e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000140476,0,0,0,3.87891e-05,4.02042e-05,5.42641e-05,0,0,4.32592e-05,0,0,0,0,0,0,1.88339e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.04666e-05,0,2.88976e-05,0,0,0,0.000132476,0,4.71795e-05,0,0,0,4.0152e-05,0,0,0,0,0
"PWY-5659: GDP-mannose biosynthesis",0.000179203,0,4.48719e-05,0.000277182,6.36976e-05,0.000226917,0.000123247,0.00026406,0.000162801,7.14851e-05,5.24726e-05,0.000115049,9.98604e-05,0.000186814,9.90056e-05,0,0.000117119,0.000104111,3.43382e-05,0.00012218,0.000123269,4.91062e-05,3.30975e-05,8.78651e-05,0.000150734,0.000151857,0.000204492,6.78216e-05,0.000120334,0,0,0.000218868,0.000220218,5.2447e-05,7.95356e-05,0.000129613,0,0.000130685,0.000217955,0.000150982,0,4.62842e-05,7.14842e-05,4.34742e-05,5.99198e-05,4.38532e-05,7.57329e-05,0.00015096,0.00015543,0.000364278,0.000162123,7.17178e-05,9.77398e-05,6.5546e-05,0,4.09029e-05,8.87484e-05,7.39124e-05,3.68834e-05,0,0,0.000215267,7.68113e-05,7.60055e-05,6.29573e-05,0,2.72373e-05,0.00019095,6.97068e-05,0.000136663,8.28213e-05,3.93695e-05,4.87814e-05,0.000139452,0.000116982,0.000147298,0,9.48114e-05,2.80758e-05
"PWY-5667: CDP-diacylglycerol biosynthesis I",0.000278825,0.000206729,0.000189804,0.00037009,0.000415342,0.000331681,0.000318945,0.000410355,0.000280117,0.000234138,0.000250168,0.000274903,0.000228613,0.00030884,0.000245727,0.000143805,0.000463321,0.000213972,0.000296477,0.000314202,0.00023737,0.000218972,0.000252406,0.000301547,0.000408664,0.000304079,0.000349809,0.000240857,0.000216632,0.00030687,0.000116303,0.000297321,0.00029046,0.000234141,0.000289348,0.000310886,0,0.000297813,0.00028729,0.000431432,7.67423e-05,0.000162018,0.000304271,0.00024153,0.000384999,0.000105381,0.00025423,0.000289102,0.000227894,0.000422708,0.000263918,0.0001676,0.00022765,0.000267415,0.000111984,0.000297922,0.000424828,0.000112811,0.000175868,7.28932e-05,0.000307605,0.000214735,0.000285713,0.000140826,0.000228247,0.000272473,0.000223578,0.000380252,0.000221305,0.000306731,0.000261867,0.000173898,0.000215369,0.000303293,0.000282653,0.000301378,0.00012115,0.000249821,7.33674e-05
"PWY-5675: nitrate reduction V (assimilatory)",5.40183e-05,0,0,0.000187784,0.000373259,0.000363931,0,0.00034144,0,0,0,7.10009e-05,0,0,0,0,0,0,0,0,0,3.91929e-05,0,0,0,0,0.000138625,0,0,0,0,9.93449e-05,8.64595e-05,0,0,0.000140924,0,0,3.38627e-05,0,0,0,0,0,0,0,0,0,0,2.86743e-05,0,0,4.05306e-05,0,0,0,0,0,0,0,0,6.97744e-05,0,3.77043e-05,0,0,0,0.000171955,0,0.000121929,0,0,0,6.22513e-05,0,0,0,0,0
"PWY-5676: acetyl-CoA fermentation to butanoate II",0,0,0,0,0,0,0,0,5.89326e-05,0,0,0.000101759,0.000152518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29875e-05,0,0,0.000111548,7.04351e-05,0,0,0,0,0,0,0,0,0,2.41346e-05,0,0,2.97406e-05,0,0,6.25825e-05,6.42771e-05,0,5.16233e-05,7.19717e-05,0,0,0,0,4.94383e-05,0,0,0,6.92787e-05,0,0,0,0,0,0,0,4.06767e-05,3.54618e-05,5.36363e-05,0,0,7.79838e-05,0,0,3.45774e-05,3.46906e-05
"PWY-5677: succinate fermentation to butanoate",0,0,0,0,0,0,0,0,0,0,0,0,3.3281e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0434e-05,0,0,0,0,0
"PWY-5686: UMP biosynthesis I",0.000354301,0.000369219,0.000463487,0.000317448,0.000278323,0.000409996,0.000458062,0.000340544,0.000319371,0.000357849,0.000379681,0.000262923,0.000359394,0.000382511,0.000371283,0.000605686,0.000634174,0.000395351,0.00047283,0.000528142,0.000301018,0.000353099,0.000395921,0.000286082,0.000450374,0.000446272,0.000273322,0.000378592,0.000450021,0.000371632,0.000423308,0.000221651,0.000234299,0.000259805,0.000294074,0.000227588,0.000706334,0.000481499,0.000309263,0.000513491,0.000717576,0.000386467,0.000451294,0.0005113,0.000445618,0.000507201,0.000428567,0.00038522,0.000335418,0.000531609,0.000376617,0.00023611,0.000287453,0.00043659,0.000432058,0.000339747,0.000527934,0.00023576,0.000283416,0.000260436,0.000413767,0.000272552,0.000374859,0.000403218,0.000503373,0.000635075,0.000333385,0.000312272,0.000382451,0.000354692,0.000323522,0.000375778,0.000419913,0.000341445,0.000407616,0.000510031,0.000486315,0.00040151,0.000764593
"PWY-5690: TCA cycle II (plants and fungi)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85657e-05,0,0,0,0,0,0,0,5.29125e-05,0,0,0,0,0,0,0,0,0
"PWY-5692: allantoin degradation to glyoxylate II",0,0,0,0,1.0262e-05,5.47825e-06,0,0,0,0,0,5.58105e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.41023e-06,0,0,0,0,6.99979e-06,5.22854e-06,0,0,4.28858e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.74835e-06,0,9.55289e-06,0,0,0,7.9257e-06,0,0,0,0,0
"PWY-5695: inosine 5'-phosphate degradation",0.000401036,0.00015365,0.000457844,0.000473981,0.00061471,0.000380658,0.000254491,0.000365268,0.000208626,0.000328126,0.000392715,0.000382078,0.00025248,0.000350688,0.000188988,0.000350417,0.00054188,0.000277346,0.000233445,0.000416342,0.000287469,0.000314012,0.000371414,0.000309365,0.000472797,0.000439834,0.000515161,0.00024486,0.000298836,0.000383425,0.000395608,0.000401933,0.000369806,0.00029962,0.000276717,0.000394065,0.000599058,0.000329889,0.000498744,0.000375325,0.000528616,0.000261616,0.000292843,0.000317797,0.000318636,0.000426523,0.000380037,0.000304507,0.000378952,0.000484602,0.000356772,0.000252356,0.000283817,0.000376208,0.000200593,0.000419301,0.000502374,0.000238765,0.000262362,0.000259948,0.000215602,0.000330288,0.000316811,0.000179806,0.000397392,0.000447878,0.000271127,0.000483242,0.000317247,0.000411023,0.000382181,0.000253186,0.000358004,0.000354553,0.000375465,0.000302826,0.000390276,0.00037166,0.000313683
"PWY-5705: allantoin degradation to glyoxylate III",0,0,0,0,7.20052e-05,1.06542e-05,0,0,0,0,0,1.26924e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.70153e-05,0,0,0,0,4.26571e-05,4.9581e-05,0,0,4.88624e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58062e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22057e-05,0,9.55289e-06,0,0,0,2.3948e-05,0,0,0,0,0
"PWY-5723: Rubisco shunt",8.58668e-05,0,0,0.000271145,0.000363136,0.000484176,0,0.000528509,3.8414e-05,0,0,0.00021369,0,0.000135028,0,0,0,0,0,0,5.63649e-05,0,0.000171434,0,0,0,0.000242831,0,0,0,6.1328e-05,0.000126477,0.000188564,4.65456e-05,0,0.00027414,0,0,6.76194e-05,0,0,0,5.83236e-05,0,0,0,0,0,0,6.60695e-05,0,8.80248e-05,4.20344e-05,0,0,0,9.04795e-05,0.000137948,0,0,0,5.17076e-05,0,7.84206e-05,0,0,0,0.000220834,0,7.85809e-05,0,0,0,0.000282,0,0,0,0,0
"PWY-5724: superpathway of atrazine degradation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5742: L-arginine degradation IX (arginine:pyruvate transaminase pathway)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08514e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
