"","SRR6915091_merged_Abundance","SRR6915092_merged_Abundance","SRR6915093_merged_Abundance","SRR6915094_merged_Abundance","SRR6915095_merged_Abundance","SRR6915096_merged_Abundance","SRR6915097_merged_Abundance","SRR6915098_merged_Abundance","SRR6915099_merged_Abundance","SRR6915100_merged_Abundance","SRR6915101_merged_Abundance","SRR6915102_merged_Abundance","SRR6915113_merged_Abundance","SRR6915115_merged_Abundance","SRR6915116_merged_Abundance","SRR6915118_merged_Abundance","SRR6915119_merged_Abundance","SRR6915120_merged_Abundance","SRR6915121_merged_Abundance","SRR6915122_merged_Abundance","SRR6915123_merged_Abundance","SRR6915124_merged_Abundance","SRR6915137_merged_Abundance","SRR6915138_merged_Abundance","SRR6915139_merged_Abundance","SRR6915140_merged_Abundance","SRR6915141_merged_Abundance","SRR6915142_merged_Abundance","SRR6915143_merged_Abundance","SRR6915144_merged_Abundance","SRR6915145_merged_Abundance","SRR6915146_merged_Abundance","SRR6915157_merged_Abundance","SRR6915158_merged_Abundance","SRR6915159_merged_Abundance","SRR6915160_merged_Abundance","SRR6915161_merged_Abundance","SRR6915162_merged_Abundance","SRR6915163_merged_Abundance","SRR6915164_merged_Abundance","SRR6915165_merged_Abundance","SRR6915166_merged_Abundance","SRR6915188_merged_Abundance","SRR6915189_merged_Abundance","SRR6915190_merged_Abundance","SRR6915191_merged_Abundance","SRR6915192_merged_Abundance","SRR6915193_merged_Abundance","SRR6915194_merged_Abundance","SRR6915201_merged_Abundance","SRR6915202_merged_Abundance","SRR6915203_merged_Abundance","SRR6915204_merged_Abundance","SRR6915205_merged_Abundance","SRR6915206_merged_Abundance","SRR6915207_merged_Abundance","SRR6915208_merged_Abundance","SRR6915209_merged_Abundance","SRR6915210_merged_Abundance","SRR6915211_merged_Abundance","SRR6915212_merged_Abundance","SRR6915213_merged_Abundance","SRR6915214_merged_Abundance","SRR6915215_merged_Abundance","SRR6915216_merged_Abundance","SRR6915217_merged_Abundance","SRR6915218_merged_Abundance","SRR6915219_merged_Abundance","SRR6915220_merged_Abundance","SRR6915221_merged_Abundance","SRR6915222_merged_Abundance","SRR6915223_merged_Abundance","SRR6915224_merged_Abundance","SRR6915225_merged_Abundance","SRR6915226_merged_Abundance","SRR6915227_merged_Abundance","SRR6915228_merged_Abundance","SRR6915229_merged_Abundance","SRR6915230_merged_Abundance"
"PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)",0.000315028,0.000238582,0.000202023,0.000296051,0.000379474,0.000451973,0.000300164,0.000463809,0.000151039,0.000289556,0.000255313,0.000239444,0.000165856,0.00015523,0.000192894,0.000261732,0.000593183,0.000296446,0.000218186,0.000256495,0.000252069,0.000207381,0.000304287,0.000190672,0.000354125,0.00032759,0.000274057,0.000274148,0.000361992,0.000379219,0.000188543,0.000297198,0.000252493,0.00014941,0.000185656,0.000248494,0.000241694,0.000201578,0.000292122,0.000309218,0.000171707,0.000226835,0.000235571,0.000257603,0.000382684,0.000234217,0.000254397,0.000319968,0.000220595,0.000176776,0.000197935,0.000197456,0.000256355,0.000302653,0.000115226,0.000312462,0.000161316,0.000193995,0.000272331,0.000224328,0.000266912,0.000261671,0.000273685,0.000168847,0.000308078,0.000459501,0.00027964,0.000354093,0.000252153,0.000232406,0.000312222,0.000263232,0.000286263,0.000300019,0.000251973,0.000339626,0.000331546,0.000328406,6.00992e-05
"PWY-5156: superpathway of fatty acid biosynthesis II (plant)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5178: toluene degradation IV (aerobic) (via catechol)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5180: toluene degradation I (aerobic) (via o-cresol)",0,0,0,9.85475e-05,0,0,0,2.89285e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.84488e-05,0,0,0,0,0,0,0,0,0,0.000123938,0,6.5615e-05,0,7.47541e-06,0,0,0,0,0,0,1.61847e-05
"PWY-5188: tetrapyrrole biosynthesis I (from glutamate)",0.000116337,0.000155104,2.60481e-05,0.000165207,0.000339878,0.000331615,7.41158e-05,0.000341107,8.58732e-05,0.0001424,4.69169e-05,0.000111452,6.01871e-05,8.90848e-05,0.000103264,5.37229e-05,6.47961e-05,3.81984e-05,6.03476e-05,4.85172e-05,0.000126891,5.25745e-05,0.000159937,5.7955e-05,6.44373e-05,6.10971e-05,0.000241725,4.51057e-05,0.000101083,5.00141e-05,4.7017e-05,0.000129046,0.000127599,4.06327e-05,8.61479e-05,0.000130459,4.1059e-05,5.03875e-05,7.5355e-05,4.08323e-05,2.36841e-05,9.38482e-05,7.20813e-05,0.000145764,6.45827e-05,6.54359e-05,0.000148798,0.000147883,8.93531e-05,0.000155441,2.91868e-05,0.000109373,7.35466e-05,6.01641e-05,0.000115305,0.000144972,5.92403e-05,0.000100854,0.000118231,8.62107e-05,2.38469e-05,8.72504e-05,3.32071e-05,0.000335085,4.81521e-05,1.89863e-05,7.56224e-05,0.000263015,5.2116e-05,0.000139385,0.000108957,0.000108734,9.60444e-05,0.000275638,6.44286e-05,5.51256e-05,2.40907e-05,6.39281e-05,9.45052e-05
"PWY-5189: tetrapyrrole biosynthesis II (from glycine)",5.38359e-05,6.1217e-06,5.56432e-06,0.000113216,0.000258896,0.000321575,0,0.00035425,5.89894e-05,0,2.56825e-06,5.04312e-05,5.80079e-06,5.96542e-05,0,0,4.25043e-06,2.26394e-06,1.86666e-05,0,1.88432e-05,2.65209e-05,5.69718e-05,0,5.43355e-06,2.57294e-06,0.000176545,0,0,0,2.90736e-05,6.85081e-05,8.0174e-05,2.28849e-05,2.86066e-05,9.21614e-05,9.93455e-06,7.13537e-06,2.21581e-05,1.01177e-05,0,4.49563e-06,1.9579e-05,0,2.74852e-06,3.94309e-06,5.00956e-07,1.39257e-05,1.25976e-05,0.000128586,4.84839e-07,9.08046e-05,3.17961e-05,0,1.26172e-06,3.43767e-06,7.80384e-06,8.34666e-05,3.70816e-06,0,0,5.517e-05,3.15382e-06,5.13886e-05,0,6.22533e-06,2.4654e-05,0.000142752,6.29507e-06,8.53808e-05,1.87375e-05,1.43851e-05,0,0.000103003,3.56592e-05,2.74948e-06,2.54359e-06,2.2387e-05,4.90556e-05
"PWY-5198: factor 420 biosynthesis II (mycobacteria)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5209: methyl-coenzyme M oxidation to CO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5265: peptidoglycan biosynthesis II (staphylococci)",7.543e-06,0,0,0,0,0,0,3.63734e-06,6.22479e-06,0,0,6.75932e-06,0,0,6.17495e-06,0,1.06973e-05,0,7.31921e-06,1.39402e-06,0,0,0,7.02018e-06,2.65036e-05,0,0,9.95884e-06,0,0,0,0,0,0,0,3.70207e-06,0,0,0,0,0,0,0,0,3.20905e-06,0,0,0,0,0,0,0,1.31622e-05,0,0,5.34034e-06,6.4191e-06,0,0,5.23079e-06,0,6.27703e-06,0,1.55086e-05,0,0,0,1.2716e-05,0,1.15342e-05,4.18614e-06,8.9002e-06,0,1.71419e-05,2.64542e-05,0,0,8.56584e-06,0.000157702
"PWY-5306: superpathway of thiosulfate metabolism (Desulfovibrio sulfodismutans)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5345: superpathway of L-methionine biosynthesis (by sulfhydrylation)",0.000241574,4.00384e-05,3.01771e-05,0.000317321,0.000176813,0.0003121,6.97892e-06,1.48642e-05,0.000129591,0,2.21636e-05,0.000183061,3.93699e-05,3.02959e-05,5.00782e-05,0,0,8.20372e-06,2.8407e-05,0,0.000104732,0.000115887,0.000109723,0,2.65524e-05,2.37163e-05,0.000220299,0,0,0.000104401,0.000123569,0.00019575,0.000160548,7.86012e-05,0.00011207,0.000217909,2.74988e-05,5.03171e-05,0.000104309,5.77633e-05,0,2.179e-06,0.000122871,1.11049e-06,1.74795e-05,3.327e-05,2.60175e-06,4.88649e-05,0.000134879,0.000117043,2.62766e-06,0.000185191,0.000134204,0,6.45321e-06,0,6.30526e-05,0.000177926,0,1.16373e-05,6.87427e-05,0.000188738,1.46618e-05,0.000159594,0,4.18091e-05,6.79506e-05,0.000243434,5.74331e-05,0.000235708,9.90183e-05,6.5007e-05,3.05185e-06,0.000256685,2.91004e-05,6.33094e-05,1.83375e-05,6.19926e-05,6.60423e-05
"PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)",0.000128384,0,1.71088e-05,0.000223061,0.000394088,0.000488752,0,0.000585047,8.325e-05,4.4664e-05,4.14108e-06,0.000128457,3.6838e-05,9.13802e-06,5.87476e-06,0,3.86559e-06,0,1.22368e-05,0,5.44873e-05,6.50151e-05,7.53342e-05,0,8.23488e-06,0,0.000224601,0,8.84135e-06,1.72613e-06,6.65764e-05,0.000185141,0.000225827,3.78724e-05,4.9748e-05,0.000222089,0,1.5849e-05,5.81601e-05,1.79957e-05,0,5.31969e-06,4.90402e-05,2.00637e-06,0,1.58763e-05,6.08746e-06,1.42938e-05,4.09772e-05,0.000109555,7.24953e-07,0.000129039,4.91564e-05,4.89233e-06,0,4.19152e-06,2.89084e-05,0.00011457,0,2.30537e-06,0,0.000160692,2.86981e-06,7.82856e-05,0,1.37713e-05,4.49514e-05,0.000347271,1.30077e-05,0.00014144,4.76397e-05,1.76787e-05,1.68279e-06,0.000265731,6.02115e-06,1.02454e-05,0,2.24646e-05,3.57639e-05
"PWY-5367: petroselinate biosynthesis",1.12448e-05,0,6.71501e-06,6.92646e-05,0.000139028,2.61889e-05,0,2.12091e-06,2.03444e-05,1.36203e-06,0,2.57834e-05,4.2036e-06,5.51064e-06,0,0,0,0,2.66961e-06,0,4.38522e-06,2.12385e-05,1.29779e-05,0,0,0,8.812e-05,0,2.44208e-06,0,1.61543e-05,5.464e-05,9.75083e-05,2.05072e-05,8.45684e-06,0.000111338,0,5.61874e-07,1.94648e-05,5.37657e-06,0,3.49084e-06,2.52473e-05,8.73507e-06,2.91709e-06,2.70032e-06,9.27494e-06,4.81574e-06,2.66084e-06,2.69457e-05,0,4.0634e-06,1.39711e-05,2.2551e-05,0,1.83683e-07,4.29214e-06,5.80602e-06,0,0,0,0.000195435,0,2.2817e-05,0,1.0175e-05,1.52913e-05,8.76511e-05,2.22547e-06,3.96055e-05,8.34045e-06,2.23179e-06,1.59282e-06,0.000121424,3.6684e-06,3.02545e-07,2.1031e-06,2.94512e-06,6.71145e-06
"PWY-5384: sucrose degradation IV (sucrose phosphorylase)",0.000172828,3.57055e-05,3.9706e-05,0.000133935,0.000439171,0.00048302,0.000105974,0.000468109,4.4726e-05,0.000184943,5.07817e-05,0.000124937,7.80888e-05,0.000222491,3.49481e-05,1.45686e-05,8.62146e-05,5.34895e-05,9.03372e-05,5.7516e-05,9.91144e-05,5.64648e-05,5.3184e-05,6.52832e-05,2.7422e-05,7.40949e-05,0.000166265,4.48403e-05,7.72192e-05,7.33635e-05,5.36351e-05,0.000191868,0.000110402,0.000107202,4.45707e-05,0.000214809,3.20828e-05,0.000141579,7.83617e-05,8.54525e-05,2.04286e-05,8.03884e-05,7.49028e-05,0.000112243,0.000104876,5.61546e-05,0.000101781,0.000141562,9.88937e-05,6.93864e-05,3.05391e-05,0.000169248,9.21276e-05,4.28629e-05,0.000175082,0.000116821,5.84635e-05,0.000192011,0.000106698,6.54436e-05,1.5596e-05,0.000115535,8.23136e-05,7.79501e-05,3.96917e-05,8.24609e-05,7.43712e-05,0.000335177,6.52187e-05,0.000317788,0.000130307,4.3188e-05,8.83488e-05,0.000154203,5.99113e-05,8.43323e-05,5.78807e-05,6.87821e-05,6.8159e-05
"PWY-5392: reductive TCA cycle II",1.22686e-05,0,1.23095e-06,0,0,0,0,0,3.26734e-06,0,0,7.79014e-06,3.593e-06,0,0,0,0,0,0,0,1.06591e-05,1.28752e-05,2.32948e-05,0,0,0,0,0,0,0,6.03283e-06,0,0,5.26122e-06,1.0918e-05,0,0,5.71625e-06,0,1.93776e-06,0,0,8.31301e-06,0,0,0,0,2.86857e-06,2.06949e-06,1.99343e-05,0,1.73161e-05,1.144e-05,0,0,0,0,1.67424e-05,0,0,0,1.16754e-06,0,4.90489e-06,0,1.03328e-06,0,0,2.3872e-06,1.43604e-05,6.83296e-06,1.9967e-06,0,1.06289e-05,9.18309e-07,2.11922e-06,0,4.80296e-06,0
"PWY-5415: catechol degradation I (meta-cleavage pathway)",0,0,0,1.09689e-06,0,0,0,6.93722e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.78567e-07,0,1.02084e-06,0,0,0,0,0,0,0,4.98377e-06,0,8.89632e-07,0,4.9105e-07,0,0,0,0,0,0,1.38938e-05
"PWY-5417: catechol degradation III (ortho-cleavage pathway)",3.71805e-05,0,0,5.11613e-06,1.44432e-05,0.000238866,0,0.000235967,0,0,0,0,3.7594e-07,1.0693e-05,0,0,0,0,0,0,0,0,1.68124e-05,0,0,0,0,0,0,0,1.8688e-06,0,0,0,0,0,0,4.0026e-06,0,0,0,0,1.84941e-06,0,6.80992e-07,0,0,0,1.12393e-05,4.2866e-05,0,3.06273e-05,0,0,0,0,0,2.196e-05,0,0,0,0,0,0,0,0,0,1.08847e-05,0,0,0,0,0,0,0,2.63203e-06,0,0,4.33932e-06
"PWY-5419: catechol degradation to 2-hydroxypentadienoate II",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5420: catechol degradation II (meta-cleavage pathway)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5431: aromatic compounds degradation via &beta;-ketoadipate",3.71805e-05,0,0,5.11613e-06,1.44432e-05,0.000238866,0,0.000235967,0,0,0,0,3.7594e-07,1.0693e-05,0,0,0,0,0,0,0,0,1.68124e-05,0,0,0,0,0,0,0,1.8688e-06,0,0,0,0,0,0,4.0026e-06,0,0,0,0,1.84941e-06,0,6.80992e-07,0,0,0,1.12393e-05,4.2866e-05,0,3.06273e-05,0,0,0,0,0,2.196e-05,0,0,0,0,0,0,0,0,0,1.08847e-05,0,0,0,0,0,0,0,2.63203e-06,0,0,4.33932e-06
"PWY-5464: superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle",0,0,0,0,0,0,0,0,0,0,0,3.85921e-06,3.77111e-06,1.83339e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.15254e-06,0,0,3.10131e-06,0,0,0,4.12525e-06,0,0,0,0,0,0,0,0,0,0,0,1.10047e-05,0,0,0,1.16743e-06,0,1.25103e-05,0,0,0,0,0,6.96533e-06,0,0,7.24103e-06,0,0,0,4.6211e-06,0,0,0,0,7.21402e-07,0,0,2.24006e-05
"PWY-5484: glycolysis II (from fructose 6-phosphate)",0.000360122,0.000224712,0.000205501,0.00039105,0.000424476,0.000370634,0.000295325,0.000367775,0.000199508,9.45573e-05,0.000298345,0.0002967,0.000179987,0.000343075,0.000160781,0.000124153,0.000228994,0.000168541,0.000195712,0.00033916,0.000142681,0.000171717,0.000200408,0.000376868,0.000247413,0.000373908,0.00033794,0.000127563,0.000290374,0.000107905,0.000159614,0.000285325,0.000298073,0.00022032,0.000144522,0.000263048,7.27472e-05,0.000155954,0.000221314,0.000227688,7.63394e-05,0.000106522,0.00019134,0.000235354,0.000390136,0.00020088,0.000211022,0.000156671,0.000327669,0.000273463,0.000287346,0.000284529,0.000234465,0.000254924,0.00026259,0.000218777,0.000209295,0.000279991,0.00019514,0.000184942,8.34184e-05,0.000237227,0.000261307,0.000240623,0.000350995,9.39472e-05,0.000202851,0.000387112,0.000299221,0.000339801,0.000228079,0.00019093,0.000254271,0.000347717,0.000464096,0.000121514,0.000121065,0.000199797,0.000216909
"PWY-5494: pyruvate fermentation to propanoate II (acrylate pathway)",0,0,0,0,0,0,0,0,3.19656e-06,1.91081e-06,0,1.19446e-06,0,0,1.3257e-06,0,0,0,0,1.54924e-07,2.43334e-06,0,0,5.91287e-07,0,0,0,0,2.09338e-06,0,0,0,6.35038e-06,1.07771e-05,3.60984e-06,0,0,0,2.91685e-06,4.96465e-07,0,0,0,0,0,0,0,8.36536e-07,0,0,0,1.24323e-06,5.76299e-07,3.01182e-06,0,2.57963e-06,0,1.70924e-06,1.67376e-06,0,0,1.13228e-06,0,0,0,0,9.72572e-06,0,0,0,1.0936e-06,0,0,0,0,0,0,0,0
"PWY-5497: purine nucleobases degradation II (anaerobic)",3.55161e-05,2.00868e-05,2.53596e-05,6.18239e-05,0.000177825,2.41438e-05,0,1.87549e-06,8.24631e-05,6.37597e-05,2.22167e-05,6.2542e-05,2.78308e-05,3.07044e-05,0,9.10382e-06,2.1562e-05,1.26387e-05,2.8814e-05,0,4.349e-05,4.6332e-05,5.23888e-05,1.36677e-05,4.24338e-05,1.75942e-05,3.64271e-05,1.27998e-05,0,0,1.78037e-05,5.18816e-05,4.35442e-05,5.30271e-05,4.19345e-05,4.32826e-05,0,3.20351e-05,8.01386e-05,4.29037e-05,7.60327e-06,1.87986e-05,6.07206e-05,0,1.89869e-05,3.44433e-05,1.00684e-05,3.53631e-05,7.39682e-05,2.40365e-05,3.06359e-05,4.20834e-05,7.32126e-05,0,1.19935e-05,1.91361e-05,6.14189e-05,4.28871e-05,0,2.52679e-05,4.02373e-06,3.07172e-05,8.60649e-06,4.07015e-05,0,1.69397e-05,3.20166e-05,3.87984e-05,4.16021e-05,6.92917e-05,9.59479e-05,1.86705e-05,1.91194e-05,7.55594e-05,9.49909e-05,5.62582e-05,1.98996e-06,4.54116e-05,1.87533e-05
"PWY-5505: L-glutamate and L-glutamine biosynthesis",2.33407e-05,6.69911e-05,3.31744e-05,1.05576e-05,1.26742e-05,0,5.09712e-05,0,6.9351e-05,8.62975e-05,2.14984e-05,7.45586e-05,0.000127331,5.47437e-06,5.37971e-05,8.63885e-05,4.07289e-05,8.03543e-05,6.97162e-05,5.91883e-05,3.65131e-05,3.96794e-05,9.00303e-06,2.28681e-05,7.24927e-05,4.08009e-05,8.95074e-05,7.86051e-05,8.46057e-05,3.18171e-05,6.70322e-05,7.55311e-05,9.09505e-05,4.64966e-05,6.08038e-05,0.000112228,7.24964e-05,5.36568e-05,8.96596e-05,8.02954e-05,4.44957e-05,6.29139e-05,0.000105505,7.38134e-05,5.5103e-05,5.68012e-05,8.14602e-05,6.64223e-05,2.17032e-05,3.99901e-05,7.38225e-07,7.30046e-05,7.34138e-05,5.20746e-05,4.34029e-05,5.39504e-05,1.64067e-05,8.37729e-05,4.53545e-05,4.42449e-05,3.86178e-05,8.1809e-05,4.78568e-05,3.06869e-05,8.47432e-05,2.14076e-05,8.34065e-05,0,6.23869e-05,8.38696e-05,3.44716e-05,9.84054e-05,5.7231e-05,2.75437e-05,6.36546e-05,0.000131463,4.03193e-05,5.34709e-05,1.1366e-05
"PWY-5514: UDP-N-acetyl-D-galactosamine biosynthesis II",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71467e-06,0,0,0,0,0,0,0,0,0,8.73038e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5531: 3,8-divinyl-chlorophyllide a biosynthesis II (anaerobic)",0,0,0,3.94418e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61804e-06,0,0,0,0,0,0,0,0,1.6827e-06,0,0,1.71786e-06,0,0,7.41825e-06,0,0,5.00225e-06,0,0,0,0,0,0,0,0,0,0,1.12799e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-561: superpathway of glyoxylate cycle and fatty acid degradation",0.000154042,0,1.568e-05,0.000178624,0.000368641,8.23634e-05,0,2.41493e-06,5.45956e-05,0,5.81578e-06,9.98078e-05,2.76389e-05,1.65065e-05,0,0,1.84698e-06,0,1.12e-05,0,3.48212e-05,4.65053e-05,5.83908e-05,0,4.38626e-06,0,0.000163605,0,0,0,5.70181e-05,0.000117577,0.000157682,3.73187e-05,3.60254e-05,0.000144999,0,1.52686e-05,3.57332e-05,2.32524e-05,0,6.51164e-06,3.67028e-05,0,0,7.81354e-06,0,2.01305e-05,5.15577e-05,9.93907e-05,0,5.70852e-05,6.08499e-05,0,0,1.57754e-06,1.82732e-05,5.76359e-05,0,3.15336e-06,0,8.18464e-05,3.67407e-06,7.6109e-05,0,9.27782e-06,2.83484e-05,0.000228316,1.41541e-05,0.000124472,4.4052e-05,1.05131e-05,0,0.000187221,1.58792e-05,1.05776e-05,3.75131e-06,1.41411e-05,4.62343e-05
"PWY-5647: 2-nitrobenzoate degradation I",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5651: L-tryptophan degradation to 2-amino-3-carboxymuconate semialdehyde",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5654: 2-amino-3-carboxymuconate semialdehyde degradation to 2-hydroxypentadienoate",1.3069e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12424e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14824e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.72155e-08,0,0,0
"PWY-5656: mannosylglycerate biosynthesis I",1.87024e-05,1.79055e-06,0,0.000104938,2.07321e-05,2.53827e-05,0,5.46177e-07,2.63244e-05,0,0,4.50235e-05,2.80428e-06,0,0,0,0,0,3.03454e-06,0,3.15358e-06,1.48882e-05,1.76744e-05,0,1.66185e-06,0,0.000122544,0,0,0,2.94486e-05,7.55398e-05,8.57232e-05,2.4755e-05,1.7079e-05,6.96261e-05,0,1.31551e-06,1.65881e-05,8.34762e-06,0,8.09711e-07,1.53755e-05,0,0,0,0,1.79094e-06,1.53359e-06,2.90474e-05,2.6731e-07,1.1054e-06,2.75777e-05,0,0,4.09464e-07,5.98475e-06,2.39779e-06,0,0,0,5.94572e-05,3.24744e-06,4.10551e-05,0,2.23959e-06,1.09709e-05,0.000133532,6.38802e-07,6.97283e-05,1.12878e-05,5.62157e-06,4.65637e-07,7.1672e-05,5.79452e-06,4.30454e-07,0,4.74357e-06,4.22e-06
"PWY-5659: GDP-mannose biosynthesis",0.000193103,2.64613e-05,7.86159e-05,0.000239039,0.000101177,0.000239049,0.00018488,0.000260948,0.000191081,0.00014164,9.2538e-05,0.00013217,0.000119787,0.000271854,0.000147874,6.84251e-05,0.000111637,0.000139508,6.61097e-05,0.000168843,0.000187194,0.000109832,0.000129063,9.81016e-05,0.000218317,0.000196639,0.000182224,0.00012969,0.000143176,8.84379e-05,8.23935e-05,0.000224671,0.000227871,0.000122486,0.000145175,0.000152289,2.97032e-05,0.000138176,0.000293438,0.000196319,2.95001e-05,0.000108831,0.000134454,9.47249e-05,0.000147039,6.20185e-05,9.41088e-05,0.000180587,0.000151182,0.000371113,0.000227547,0.000102768,0.000160691,0.000119853,0.00011384,0.000129311,0.000129513,0.000124444,0.000113817,9.72008e-05,5.64688e-05,0.000235453,0.000114202,0.000101661,0.000103445,6.62295e-05,9.96892e-05,0.000222244,0.0001014,0.000177464,0.000177495,9.68622e-05,0.000106923,0.000173397,0.000110996,0.000183733,7.50219e-05,0.000112558,3.87848e-05
"PWY-5667: CDP-diacylglycerol biosynthesis I",0.000331345,0.00031317,0.000330356,0.000355554,0.000418456,0.000334788,0.000472412,0.000396842,0.000403783,0.000366508,0.000417415,0.000374581,0.000264457,0.000456455,0.000458239,0.000229413,0.000520766,0.000359449,0.000462729,0.000435288,0.000384749,0.000347765,0.000343351,0.000362956,0.000451221,0.000406039,0.000394411,0.000385995,0.000416391,0.000379963,0.000169596,0.000392425,0.000330578,0.000278204,0.000385111,0.000307598,0.000187026,0.000485116,0.000424488,0.000482761,0.000131965,0.000446143,0.000494191,0.000411499,0.000586243,0.000223764,0.000440962,0.000453359,0.000368073,0.000477183,0.00035457,0.000289717,0.000354998,0.000455556,0.000281968,0.000437898,0.000429972,0.000349074,0.000378044,0.000351304,0.000492229,0.000340106,0.000410216,0.000205462,0.000379567,0.000408678,0.000375445,0.000389533,0.000379586,0.000357419,0.000331284,0.000330151,0.000401127,0.000331657,0.000404719,0.0004553,0.000572343,0.000339022,0.000229058
